STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UGA,Uganda,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1985,858.358154296875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UKR,Ukraine,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1985,7609.99951171875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1985,167819.8125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GBR,United Kingdom,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1985,55680.015625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,USA,United States,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1985,69192.96875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,URY,Uruguay,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1985,15282.9580078125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UZB,Uzbekistan,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1985,3400.089111328125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VUT,Vanuatu,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1985,,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VNM,Viet Nam,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1985,875.7778930664062,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ZMB,Zambia,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1985,3886.47802734375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ZWE,Zimbabwe,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1985,3375.405517578125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,5043.8779296875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,21437.732421875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,7857.7490234375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,19229.833984375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUS,Australia,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,81645.5078125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,67159.2578125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AZE,Azerbaijan,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,106623.4765625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHR,Bahrain,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,47255.25390625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGD,Bangladesh,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1071.1082763671875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,78134.8671875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,6832.66943359375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEN,Benin,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1655.5736083984375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BTN,Bhutan,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1306.3714599609375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BOL,Bolivia,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,3812.328857421875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BIH,Bosnia and Herzegovina,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,10617.509765625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,18200.560546875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,7318.18603515625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BFA,Burkina Faso,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,802.7374877929688,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,671.5142211914062,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CPV,Cabo Verde,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,2861.656982421875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KHM,Cambodia,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,779.486572265625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,5128.2666015625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,68543.984375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1387.3388671875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCD,Chad,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1356.947998046875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,16520.98828125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1072.1973876953125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,12842.240234375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,6949.88134765625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,2142.588134765625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,9895.9521484375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,14485.28515625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,37785.40625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,4776.2841796875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,84565.8203125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_ASPD_LPXR,"Labor productivity level (GDP per employment, in 2010 constant dollars)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_WKR_K_2010,"US dollars per worker, 2010 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,8798.0234375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
