cntry.code,a1960,a1961,a1962,a1963,a1964,a1965,a1966,a1967,a1968,a1969,a1970,a1971,a1972,a1973,a1974,a1975,a1976,a1977,a1978,a1979,a1980,a1981,a1982,a1983,a1984,a1985,a1986,a1987,a1988,a1989,a1990,a1991,a1992,a1993,a1994,a1995,a1996,a1997,a1998,a1999,a2000,a2001,a2002,a2003,a2004,a2005,a2006,a2007,a2008,a2009,a2010,a2011,a2012,a2013,a2014,a2015,a2016,a2017,a2018,a2019,a2020,a2021,a2022,a2023,a2024
OED,,,,,,,,,,,,,,,,22.43423317,23.25002209,23.65687393,24.4557377,24.72501704,23.50764899,23.22065349,21.84892529,21.84709563,22.9179383,22.52521757,22.27240917,22.07141094,22.57081049,22.67707523,22.1547039,21.49316559,20.5097775,20.42742827,21.02474298,21.52860158,22.86370959,23.30080877,23.41663724,22.90196419,22.76964319,21.98235879,21.32076067,21.08918779,21.69960249,21.90363382,22.30174623,22.36753483,21.23893157,19.5705601,20.23291115,20.62705922,20.87830052,21.23813214,21.6886506,22.14855955,22.11437673,22.67059825,22.88905058,23.0975005,22.40115075,23.17871626,22.79299622,22.66391937,21.12294973
OMN,,,,,,,,,,,,,,,33.63236586,38.35954686,37.28371591,41.51880635,27.24776255,40.50407134,38.65254343,42.00135435,33.22219921,32.89536598,33.37820415,27.74096264,17.81821181,28.59093456,21.42347651,26.33477356,35.38407128,28.99057398,27.71761222,24.18756488,25.97603747,25.38584993,30.06643014,30.57827599,19.0545786,25.06908722,36.65015656,32.88436537,33.32619211,35.2635619,36.78986776,43.00196302,46.91071461,44.86498129,49.21329811,33.15433283,36.91916767,39.20557894,39.17676078,38.15326312,33.48735228,22.45979587,19.38726763,20.56649533,27.32737608,21.98859401,10.85184944,22.31745919,31.2912893,29.22443882,
OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.01521146,22.05707542,21.03142015,20.69145034,20.46976839,22.54862805,20.34035618,19.80347198,25.5118124,26.56519348,25.67585414,24.9091883,25.26564146,29.31030972,29.14607379,31.07595153,26.19193469,27.42658231,31.21071547,29.69661196,28.65903658,26.46083035,26.54983341,25.2187225,26.80667207,26.13035542,26.32850088,22.23254142,23.96145122,23.82080042,22.34878526,23.56115552
PAK,,,,,,,,,,,,,,,,,13.12745074,15.30561031,15.53536312,14.09599252,16.42223403,17.46949538,17.62049969,18.86861578,17.05066006,14.59671743,18.89509451,20.39677652,17.39404564,17.23267913,18.02974965,21.36395517,21.46648052,16.12698144,19.11277684,17.11299124,15.60699885,16.04084075,17.36726196,16.70232588,16.26305814,17.04327376,18.6780143,18.57229116,17.71133752,15.50085866,15.44185353,14.07226274,10.96628636,13.33094508,14.5904095,15.12602835,13.72572055,14.24705895,14.18124816,14.94426595,14.28614878,12.89744304,11.88258518,11.37499481,14.54158149,13.81568774,10.43289889,12.9517313,13.71961509
PAN,,,,,,,,,,,,,,,,,,28.08091147,30.42539592,27.30919715,22.76337955,18.85084151,27.98406154,25.04873977,12.47801225,15.58254889,14.44921237,23.24661111,15.88815371,2.336257591,15.84537191,11.78913294,17.1000504,19.8578997,23.01614735,22.34758025,26.74449815,27.68981625,22.4142508,20.62969899,23.92606709,21.22271187,20.61224866,20.26143724,18.17758892,18.72888639,20.05013205,27.83177679,29.61152356,28.984326,24.75299973,29.89470532,32.00232404,33.04778189,30.15330774,34.08239866,32.25090606,34.25855197,31.55247054,31.57989423,24.66360146,28.72793432,33.89195182,36.1228031,
PER,,,,,,,,,,,,,,,,,,12.68110824,18.46059744,27.36062051,29.46062401,25.41281523,26.77188339,21.93425745,22.40071798,24.33600827,14.80399119,15.30647876,14.8974438,17.04587864,13.05404587,13.9572812,13.09089231,13.3494756,16.76548061,16.38927607,16.25847042,18.25675798,17.75142609,18.39623253,17.31937946,16.66479751,16.95175338,16.8011088,17.83725569,19.74207343,23.32665637,24.11641848,22.75117687,20.92044192,22.44614337,23.70010285,22.89237944,22.50025865,21.23789306,20.64924134,20.40508786,20.61977458,20.40516417,20.72096815,19.88147875,20.18954563,18.28531225,19.8758048,21.86312723
PHL,,,,,,,,,,,,,,,,,,,,,,30.49434662,28.0903166,30.62115999,23.76996983,18.20897611,18.49156517,21.80891419,22.62683359,22.17405081,22.43973244,20.99402592,20.71006743,20.35127344,22.42090706,21.93513252,22.40674714,23.91223379,29.61915805,35.96780108,33.39167375,34.62368334,35.26884429,35.6099557,36.22923092,37.7714551,37.22820163,36.75442236,36.02227474,37.94869171,39.75149108,36.87507109,35.13284935,36.35440171,37.34744797,35.63483337,35.05477242,35.48863168,33.80705072,31.75518721,24.81817336,20.20291883,22.47371754,27.3405419,29.23996564
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.30328313,-36.70412637,-33.88390666,-31.89958333,-31.07350186,-24.36693198,-18.20277452,-15.30771478,-12.43719456,-8.596031964,-0.948185266,4.622733375,3.055882353,7.731584151,0.539154208,-7.310336892,-7.661511187,7.937542853,,
PNG,,,,,,,,,,,,,,,,,20.6127179,30.00006301,26.8387532,28.42584017,19.24852984,11.44815432,11.78890806,14.29357276,17.88343073,12.34410965,15.42566599,13.54934725,18.32690353,10.99349831,17.12279255,21.1222108,20.7395892,25.4759839,28.06540774,35.14868576,26.20889237,14.83252033,18.40817938,18.87893299,32.47997309,28.34857041,22.9407238,30.45881875,30.42114963,,,,,,,,,,,,,,,,,,,,
POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25645567,21.28159675,20.9023375,21.71773573,20.41783293,18.54022567,17.22502488,15.20120596,16.18010041,14.49376788,16.79069846,17.33685325,18.79117562,18.10959699,16.90223643,15.69810901,17.27502286,16.68210279,17.13502085,17.92269148,19.50092177,19.03853107,18.7418167,19.4710629,20.43610319,21.22558897,20.46525334,19.38559831,19.31979766,17.8611652
PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,,,,,,,,,,,,,,,,16.24996947,18.07783895,21.07712077,25.97888685,28.59997994,27.37649157,23.07262647,21.47854955,20.93795842,19.48465686,22.15040404,26.35428926,28.64628759,28.89346645,29.27369675,28.00318865,25.23975345,25.29433079,22.7681496,21.65532727,24.63430625,21.49015158,21.62785629,22.15680035,20.29442946,17.9458978,18.1218928,17.36376481,16.41342609,15.53109579,13.69373545,12.78219198,13.43253922,11.4192273,10.95723968,10.68752031,13.25270108,13.95075868,15.55867659,15.05401143,15.88802818,16.72315408,18.40371687,18.7573523,18.9539023,18.36818305,19.82411254,18.87862108,20.65168059,21.63762313
PRY,,,,,,,,,,,,,,,,19.45990531,20.4653404,20.85886819,22.62714658,22.64972722,26.42025229,26.01886365,19.10856259,14.62762363,15.35385819,16.31859133,18.60928178,14.70982652,25.33269458,33.5812632,24.17002778,20.23680654,18.86927741,22.47411965,12.78956071,19.77418881,21.55269439,17.45753885,21.61951976,20.66424452,14.77802676,17.73939199,26.90831071,21.00268723,20.03590922,20.35458485,23.1404691,25.59476886,22.85470716,20.9090484,23.29003816,24.17689488,19.65729439,23.38608361,21.74960083,21.65798442,24.35556836,23.90413249,22.5303467,21.09804003,21.86507976,22.85865154,20.70629099,19.77124492,18.8681209
PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.151577921,6.118019709,5.705090696,9.620503077,9.147840641,11.62916409,9.350687167,12.43951922,1.528311033,-6.506599596,-0.983698033,1.204736496,16.45516412,26.83478213,8.098425882,7.706170438,-0.486052552,6.970331742,7.34119643,8.143042588,11.38985199,11.47681176,14.36621911,15.447724,14.68163121,12.17484654,16.27279888,14.56107442,13.08295816,16.66287255
PSS,,,,,,,,,,,,,,,,,,,,,,-9.09673949,-10.66586173,-9.523956093,-8.098423793,-7.110501061,6.985934801,12.07919664,0.569566986,1.133765963,1.893733004,0.54021384,4.423750006,3.034941588,5.091049146,6.968589082,12.87936424,14.78007114,21.05893758,17.84610865,14.78739537,9.771121771,19.44931869,22.25096091,16.12663857,12.62527438,6.368316936,8.977999342,10.60425536,14.3996871,14.9328754,16.89548864,16.87253572,18.07912087,17.60110672,21.08082665,19.61909097,19.12213301,19.12441159,17.34233382,14.08604938,13.94859978,11.20527526,,
PST,,,,,,,,,,,,,,,,22.38230597,23.10464684,23.59282859,24.49049663,24.8114524,23.48368592,23.22222654,21.82318178,21.80944767,23.01365027,22.34247265,22.08789697,22.07876309,22.66375202,22.86076865,22.37502614,21.77723719,20.82429761,20.67614442,21.34979644,21.80390047,23.13521233,23.66028265,23.69883447,23.2332963,23.1469672,22.28344423,21.5913034,21.41040966,22.00225329,22.15532601,22.50593084,22.61409198,21.45865974,19.73137385,20.52075681,20.89639732,21.13224551,21.5136614,21.94159061,22.33269481,22.28830282,22.86483272,22.99425518,23.20650768,22.44615737,23.27635029,22.93158698,22.80098906,21.35259879
PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.23203266,24.39796542,25.59470703,16.55534696,16.61878521,20.12943626,19.04768762,19.07673771,21.95672963,22.41008779,24.09681044,23.28643821,,,,,,,,
QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.09937759,60.32916706,58.25195068,55.74933389,45.56898651,43.36160747,46.59993043,49.74203696,46.15070295,41.78169755,51.44515887,57.44695086,,
ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.70656021,24.91941649,22.89811252,24.21836762,23.25685852,18.62702063,15.99991131,15.20944516,11.18795892,11.51366602,16.00547638,17.31020594,18.82139077,16.3225301,15.80986011,14.2192556,16.99137404,17.79914999,21.8114509,22.5318177,22.48966708,23.53159207,22.52373406,24.13796795,24.90469752,24.83512519,21.57728176,20.81106462,18.2722751,19.3997761,19.14217469,19.09229694,17.56071011,19.05198581,15.93793363
RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.57601975,28.02270887,27.1159226,21.9453568,19.32350814,28.24599055,36.15420756,32.51291864,28.77477622,28.26623856,30.26043974,30.54657682,30.6608765,31.26685469,30.06388191,20.87620437,26.28371431,28.75756431,27.24417135,24.28209584,24.51218082,26.36670954,25.01341229,25.66868514,28.9492685,26.53727988,25.76849815,29.81253291,32.70571614,31.03838843,30.62633914
RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.38422369,17.26010829,13.66768276,16.51290216,11.7877508,9.880195967,10.54216156,14.3618315,12.07226236,14.95918686,10.9727544,16.23281202,14.81760817,13.48948362,
SAS,,,,,,,,,,,,,,,,12.89688699,14.18487094,14.6581375,14.20534131,15.3081435,14.42744708,16.60666946,16.84049383,16.33897049,16.11262263,17.4217834,16.60468234,17.66857362,18.66204355,20.364098,21.33054303,21.78367906,23.10423634,23.80387723,25.49594966,26.31960212,26.48867523,27.03701266,25.72023145,25.59307976,26.07666353,26.24622802,28.06849365,30.10230237,32.7648665,33.87802846,35.77361395,36.45946379,35.74817095,35.5175587,36.52613227,35.32101557,35.7073557,34.79093448,33.87662498,32.84330207,32.27403738,32.26415797,31.9538504,30.41794778,29.44298184,30.44957539,30.00378386,31.11155986,30.51002022
SAU,,,,,,,,,,,,50.16595882,58.50559239,47.11573178,74.59123164,60.52027098,58.888643,48.04738434,35.33977511,42.94697465,53.31021659,48.62593042,36.22952224,27.93617026,23.26164365,17.01330989,13.62286266,13.35773733,16.64866064,13.73661378,18.15290392,11.73724898,19.56058881,16.48780028,15.92939744,20.22986637,23.67748115,24.47751391,17.76654772,26.11344257,30.0404823,26.78238086,28.47304303,33.87048224,41.65961889,47.9580643,48.50552122,48.92771939,52.75227492,36.5986002,45.01457112,51.00540914,49.55383699,44.88116449,38.72903535,24.8424809,24.56926527,27.11147,30.6017689,29.87804769,19.98914564,30.46751181,38.6630478,31.93251587,29.64921981
SDN,,,,,,,,,,,,,,,,,,8.385871768,6.785248856,5.189438391,4.090689866,4.625556726,3.942851961,4.960978671,-0.539688851,4.537781003,10.99201503,9.172256247,9.074857174,6.685899287,2.061558075,-0.869930106,3.817397328,3.069250506,5.778875748,3.137226026,0.726863396,7.106962538,8.494119941,6.614530324,18.03560265,28.63458183,31.29764742,31.89931039,36.9555587,35.27025894,32.40623159,37.88917556,33.74008284,23.75565776,28.10070178,28.76371446,9.956507497,9.936129879,8.996933804,8.106206693,9.512723931,9.418187426,-1.172863476,5.11300711,4.650273517,6.719631809,4.990622888,,
SEN,,,,,,,,,,,,,,,21.02824213,17.32097813,15.00643559,15.36490865,9.849616235,9.223271704,3.484703033,7.452038161,7.98147895,5.212881969,4.958885789,5.080017378,2.630968628,5.943214168,2.64639969,2.706923209,2.571674768,3.016926434,3.748217469,1.492260277,5.815936465,8.491258919,7.980345467,10.76193457,11.13823156,11.54025307,11.27739504,14.67052201,13.03217327,14.52874915,13.56460966,15.31846369,13.40037883,15.15431762,14.90772985,14.98363407,16.28259413,14.38264516,15.84553142,16.28849941,18.95045391,20.14248357,21.15496611,22.54339638,23.0596653,24.02290542,25.48925382,26.00260603,25.38176574,23.14457811,
SGP,,,,,,,,,,,,,26.29624144,25.35837106,25.83739513,29.65506492,30.08034627,30.19965403,32.4577112,35.44890806,33.82790762,35.85741133,37.22030237,41.58129605,44.08985345,41.56786335,39.79376123,37.8543961,41.35500807,42.76351565,43.73468201,44.97423481,46.99317694,44.36899966,48.09373883,50.59419122,48.87676269,52.30048338,51.34960865,48.91225773,46.37486398,40.081772,38.42802089,39.39879362,40.61435065,43.62664151,48.16852074,49.97091984,44.35846888,43.86310602,50.59158091,48.8092109,47.25310221,45.51569711,47.2950478,44.04621531,45.04399115,46.53461925,41.35794095,40.06934547,41.62809244,44.17860925,41.31070133,38.67053655,40.27651937
SLB,,,,,,,,,,,,,,,,,,,,,-125.9851813,-124.9175268,-128.9567932,-125.9994091,-126.0138283,-124.7618477,-55.2044166,-18.866892,-77.55282556,-59.78864456,-34.89664209,-44.9372729,-17.94198285,-27.52698048,-13.56978836,-7.569277079,-10.53668141,-7.48168201,7.716837155,6.189061485,-6.788962193,-19.64362537,-4.502906496,22.18233713,16.88342012,2.701815274,12.72926671,15.36481779,11.77699393,12.9860964,13.78896692,18.51227023,15.51632627,15.42856294,10.49448828,11.43678193,9.711056232,15.11956975,15.08771826,13.11521307,18.63403845,17.98900601,17.54333924,,
SLE,,,,,,,,,,,,,,,,,,10.97647524,19.03431258,16.81381869,2.919400993,3.761236092,5.249459793,3.804003867,11.21596071,-0.702385259,7.781074836,15.5553319,15.64524539,10.15904209,4.009146776,6.674161375,-2.853432152,-0.049345006,5.194433188,-3.322292042,1.970592321,-3.385016153,2.495379649,0.722246511,-9.492028938,-3.880157242,-1.444596335,-1.146948743,-5.147951981,-0.874423151,12.78583009,6.485633707,7.446951204,12.08936583,34.03750268,14.9372059,17.5042063,-4.930968511,16.41775188,9.078849413,13.45932434,14.10187301,4.400923646,5.136662809,11.81064692,10.75535849,10.57615319,12.542839,
SLV,,,,,,,,,,,,,,,,,18.94789635,24.73314122,17.00788693,18.54465009,13.30736811,6.181781323,10.12236418,10.64910902,9.923536808,9.252928782,15.94185302,15.76377666,15.38546689,16.06852709,11.63724471,12.18977776,16.71010441,18.10578564,20.6341118,19.18206558,14.16802928,15.28560248,19.02168131,16.61901684,15.71499246,18.39061853,15.59148791,14.80844506,15.45088975,16.73384134,17.46499507,13.64874278,11.65465514,12.28125593,13.78347776,12.3086611,11.91229582,10.11462468,11.58397965,12.32624987,13.69014805,15.0315466,15.59136094,18.20552893,18.29291125,19.32399125,19.06662064,19.5981436,18.55558719
SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.68479678,34.59855769,35.52980586,31.46881952,38.16204037,38.53287418,,
SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.49240654,9.133960172,14.7796792,13.78291398,10.43876671,10.83621479,13.84043807,13.23600666,16.26634933,16.37107413,15.70278259,18.75375761,18.28060942,20.4644619,21.47894053,20.45792938,22.56137261,
SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.61344352,6.176861844,,,,,,,,,
SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.64509791,17.53218486,19.04750478,17.78081658,18.0310458,,,19.07283127,19.1063509,,,,
SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3370052,28.77835044,30.22713971,26.28385936,27.07804411,29.38383559,28.09886687,27.33629545,25.46663635,25.75925972,24.67513711,25.57081771,24.86414518,25.37717967,20.80964041,22.33133494,22.77499625,22.12604211,
STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.79388329,55.60508622,52.09755104,52.64341042,50.33990787,,,,,,,,,,,,,,
SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.64918066,21.03555453,24.3253206,22.96953908,26.00451778,25.51750359,25.47790557,25.47937589,24.77273109,24.76840828,21.71945099,22.02711741,24.14462719,23.50485301,25.6340648,24.34463199,18.80133746,21.46815905,22.03573986,23.17292864,25.05874751,24.96481168,24.7290083,22.83522853,21.78510609,22.34471218,20.47610501,19.64290189,18.38888451,13.45207569,18.68406242,17.35714781
SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.06511615,20.51227961,24.8198193,23.96153507,24.4387335,25.52599781,25.89544888,25.25623644,25.68491965,26.37751268,26.06515142,25.54612912,25.90727351,26.77342514,28.70210364,28.96051219,27.64654483,22.91249901,22.31213968,21.94630421,20.67547914,22.23766309,24.90314937,23.61692063,24.15633542,27.0877153,28.07188198,27.27381504,27.8534287,25.6868843,23.47805598,26.8731986,25.88545942
SWE,,,,,,,,,,,27.65980186,26.95359437,26.42485089,27.03918311,25.88305397,26.61789546,24.3268047,21.02199708,20.50588553,21.14309639,21.85859189,20.19993851,19.01800469,21.00511833,23.36331646,23.19601458,23.65333333,23.83576813,24.52837794,25.21665479,24.09773736,20.97433168,18.03565482,16.11506065,19.71126891,22.63998849,22.31883869,22.7861927,23.93206541,25.30519919,26.12650188,26.55510584,25.88302659,27.04059792,27.02572043,27.61661796,30.45372982,31.64326781,31.08333739,26.38183087,28.37373052,28.33552496,26.73155472,26.28573959,26.28428609,26.16870159,25.85240761,26.87373263,27.15518849,29.39453412,30.06274752,31.51986358,31.09772813,31.57150264,31.63758333
SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.93708639,31.55599589,30.67422076,25.4413906,23.99765231,20.94767189,19.57645673,22.22210759,22.79019347,20.10711525,22.63381075,
SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,,,,,,,,,,,,,,,,,29.21128524,43.65368959,46.14996688,26.15967541,33.12414654,23.63739227,12.60465299,18.40191902,30.84690407,33.43743423,32.5651949,35.31055166,35.43742838,29.734978,23.58445802,21.7464814,20.98943767,21.34329395,26.29334499,22.277548,30.05324006,21.68912857,18.72415019,24.71654236,20.29009081,19.48361806,20.54561353,19.5528545,28.70321121,30.97560656,23.94305282,18.74786525,6.478286995,11.18258873,16.56605706,14.30253211,23.58326586,26.34136474,7.944135047,11.87906717,7.38991984,7.235973552,5.398633149,9.052059274,-3.578127126,-11.09440131,4.605492761,2.960533788,
SYR,,,,,,,,,,,,,,,,,,25.35678725,17.17674486,23.32100484,19.31965812,14.81156852,17.46157653,13.931652,15.68996573,14.15407896,13.0500787,4.697791904,2.589939418,8.095524857,8.256159605,2.502546379,4.954569037,7.873117344,18.30645747,20.54081955,15.00954995,11.69004273,13.94587409,11.88217365,17.63380436,20.86072086,22.02341717,20.86433065,19.56273271,18.9860585,20.13333785,17.50724527,13.66261787,12.19486387,15.84158542,,,,,,,,,,,,,,
TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,,,,,,,,,,,,,,,,,,23.2626781,22.99979304,,,,8.09313927,13.17002325,7.325172263,3.851811543,5.362410028,10.7610085,13.33144744,9.14894284,2.322174493,7.301197062,6.904809457,4.654491784,13.40507278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEA,,,,,,,,,,,,,,,,,,,,,,,31.67815461,31.8155236,33.09450465,33.23258882,33.09555136,35.29061334,36.04293692,34.52090759,34.92977227,36.4236734,38.33122962,39.71099311,39.81845793,37.8274141,36.94194612,37.79545802,36.43564174,34.47415911,34.61414838,35.77167945,36.8620795,39.66993769,42.40285283,42.90139667,45.00451357,46.65998597,47.99738474,46.72227174,47.88731558,46.17876837,45.48492592,44.36556158,44.55134051,42.57500743,41.58118829,42.12212344,41.64529994,41.11724705,40.88517448,42.03613658,42.49598936,40.53110815,
TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.02588785,23.30789074,22.94523657,20.33401426,20.2784676,23.12871249,26.85119122,25.49716545,24.21560271,23.55203457,24.82198695,25.74523592,26.46363014,26.43958017,26.34604909,21.22867127,23.45326957,25.19138765,24.30361392,23.13572828,23.66012074,24.79026541,23.6284057,24.32482858,26.28181323,24.89399004,24.59587532,27.12137944,28.44960045,26.6227246,25.47474149
TGO,,,,,,,,,,,,,,,39.44705616,14.68044891,20.91607281,22.82441311,21.8848867,28.1169238,24.44123029,18.01388906,14.3231832,15.82504688,17.65358211,22.35410891,21.16774288,17.95368785,14.50863614,11.61329897,33.19581999,32.12233727,31.55867774,4.23088231,29.88134479,32.18015372,20.6719456,21.27580374,14.32787616,14.45217903,22.85268244,21.23396884,24.85087939,26.6645361,29.06969971,18.7800088,13.7106764,12.3200906,11.6376326,10.1639173,10.93115904,13.90371232,11.99623784,12.41820292,14.93276056,16.73948676,12.96480569,15.32528355,16.50527738,17.80932855,21.05063181,,,,
THA,,,,,,,,,,,,,,,,20.56115673,20.45656531,21.88798238,23.73005897,22.00321363,22.09462118,20.85236792,22.30357965,21.99157815,22.43951988,23.00972021,24.39762944,27.30851646,32.00994994,34.04926396,32.82681871,34.52801617,34.01990542,35.94037856,35.8027071,35.80281171,34.60352018,32.25459751,31.74374451,30.45523757,30.78209372,28.22550958,28.10389061,27.97383964,27.89948411,28.24095242,30.44514831,32.24983409,30.66205573,29.2740608,29.62759068,31.43396297,28.9313114,27.22076715,27.48507895,28.04382366,30.07650445,31.94246723,31.68658494,31.7007512,28.1509141,27.52179688,26.35198557,25.32150259,24.04254838
TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.38363472,17.64823172,12.57877969,22.70467311,37.05355869,16.93017571,22.74869095,13.99587701,11.77606734,15.15024707,11.48703142,11.8495535,16.21524124,41.67001023,32.30531105,30.51056145,34.58522561,36.45670115,36.0648186,40.42973533,50.23166676,35.34401581,
TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLA,,,,,,,,,,,,,,,,,21.47721849,21.08010821,20.48858138,20.29719841,20.70960983,19.91965118,17.72259548,17.30636665,19.08447918,20.94429024,18.02876034,21.39676908,22.2574776,25.0806256,19.23369819,18.32642134,18.05581098,18.62904597,18.59109751,17.50474411,17.83735721,17.77022548,17.58939558,17.09386314,17.47641456,16.83375552,18.42038044,18.73854324,19.80204608,19.59602369,21.48024528,21.75760023,21.0942503,18.76933609,19.49496541,19.72467844,18.909986,17.99897317,16.76975003,16.73939701,16.55068992,16.68660543,16.25057215,16.40965667,17.41633592,18.70193409,17.35657544,17.13996714,16.71381405
TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.2257707,223.9539459,372.9751667,218.7668195,257.3007017,332.9187409,255.0956234,183.6870815,105.9389838,68.61094028,21.14288233,20.43375123,14.49012427,44.40948058,20.36837477,42.7131173,24.12306098,-1.665212211,
TMN,,,,,,,,,,,,,,,,,,26.18041458,23.43745699,24.67815926,24.23921066,,,,,,,,,20.98812003,24.75973222,28.11556109,28.35976913,27.88933232,26.6378241,25.73330069,26.58270548,24.75110089,23.61817033,26.11590562,26.46729404,,,,,31.36569874,32.04603835,31.3477892,32.51788726,24.71182327,27.36208691,26.57731314,25.25585566,24.71752979,22.44794763,19.15595142,19.14081972,21.61369736,24.06209977,22.71768963,19.07555403,22.9574678,25.54580111,23.46998746,
TON,,,,,,,,,,,,,,,,,,,,,,17.94606648,39.85081232,32.63806356,24.68484093,19.60056623,23.46840718,26.71613073,11.40968732,19.60268359,26.23902954,9.127236038,20.65833162,20.79471826,17.23079945,,,,,,,22.3965628,20.33454372,17.9516772,19.77873504,13.58351696,15.94913432,13.22579527,12.64285923,13.85968009,15.2695471,19.57813259,23.69935221,20.38684402,20.76126661,15.42931538,21.19901758,28.45990188,25.83540868,30.67639779,30.33212126,22.46364479,38.09703842,13.0322733,
TSA,,,,,,,,,,,,,,,,12.89688699,14.18487094,14.6581375,14.20534131,15.3081435,14.42744708,16.60666946,16.84049383,16.33897049,16.11262263,17.4217834,16.60468234,17.66857362,18.66204355,20.364098,21.33054303,21.78367906,23.10423634,23.80387723,25.49594966,26.31960212,26.48867523,27.03701266,25.72023145,25.59307976,26.07666353,26.24622802,28.06849365,30.10230237,32.7648665,33.87802846,35.77361395,36.45946379,35.74817095,35.5175587,36.52613227,35.32101557,35.7073557,34.79093448,33.87662498,32.84330207,32.27403738,32.26415797,31.9538504,30.41794778,29.44298184,30.44957539,30.00378386,31.11155986,30.51002022
TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.64509791,17.53218486,19.04750478,17.78081658,18.0310458,,,19.07283127,19.1063509,,,,
TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,,,,,,,,,,,,,,,,,25.81996897,22.41483298,23.59595967,27.42299219,25.32912855,24.95915268,22.61468228,26.66678661,25.71112038,23.66955035,19.28802766,22.88277648,22.75592786,22.86676731,23.43426229,22.23498288,21.86154605,19.5901262,21.13217485,20.33311029,22.60427935,21.67246239,21.88661766,22.76214552,22.17174953,22.03840576,20.26643301,20.27495282,21.10277292,20.20658585,21.16237799,20.74180922,21.21317499,20.95788483,21.42832774,16.496974,16.88957013,14.88728811,14.87048774,12.94511716,11.6645619,10.96317572,10.6815524,10.25145314,5.619704613,9.037808594,6.896073603,5.063533471,
