cntry.code,a1960,a1961,a1962,a1963,a1964,a1965,a1966,a1967,a1968,a1969,a1970,a1971,a1972,a1973,a1974,a1975,a1976,a1977,a1978,a1979,a1980,a1981,a1982,a1983,a1984,a1985,a1986,a1987,a1988,a1989,a1990,a1991,a1992,a1993,a1994,a1995,a1996,a1997,a1998,a1999,a2000,a2001,a2002,a2003,a2004,a2005,a2006,a2007,a2008,a2009,a2010,a2011,a2012,a2013,a2014,a2015,a2016,a2017,a2018,a2019,a2020,a2021,a2022,a2023,a2024
DOM,,,,,,,,,4.540821055,7.265339293,10.64779562,9.080029583,19.87864325,19.25310973,15.01216492,22.1873346,18.46223222,15.89399344,16.15308107,20.30961773,10.81769395,13.99179953,10.44917458,11.48724493,8.801569717,13.43826041,16.69949897,16.37979273,21.42932784,18.70176014,16.16220868,13.94843111,11.85354295,16.03990214,18.31689634,17.94657902,19.61309495,21.09357498,25.83107707,24.71339634,23.12988199,23.6970744,23.79840514,23.63248294,24.76589779,21.99891007,23.0203508,22.69907311,20.0358412,18.05666841,18.35863173,16.91265818,17.27238112,17.93844498,19.21974242,20.93702545,21.21859962,21.20506169,24.07844021,24.14587433,22.92902194,27.07870331,24.85661694,24.13861248,23.49744094
DZA,,,,,,,,,,,,,,,,,,31.52025583,33.98083715,36.66209983,39.37476941,36.8866273,35.53709011,36.52502863,30.61771284,29.39890661,21.779972,21.34692708,16.97597335,17.49185001,23.97768812,32.25932247,,,,,,,,,,,,,,50.72330145,53.69066129,55.8066955,56.61939223,47.95155054,51.22469178,49.9884991,48.72145816,46.60919213,44.68161381,39.04742457,39.76616466,39.50714315,40.47078677,38.47101262,33.33708651,38.28871979,44.0735633,40.56387784,
EAP,,,,,,,,,,,,,,,,,,,,,,,31.67815461,31.8155236,33.09450465,33.23258882,33.09555136,35.29061334,36.04293692,34.52090759,34.92977227,36.4236734,38.33122962,39.71099311,39.81845793,37.8274141,36.94194612,37.79545802,36.43564174,34.47415911,34.61414838,35.77167945,36.8620795,39.66993769,42.40285283,42.90305171,45.00626475,46.66171219,47.9990971,46.72393897,47.88886404,46.18014812,45.48622876,44.36677891,44.5524795,42.57594017,41.58198034,42.12296152,41.64602748,41.11811755,40.8862084,42.03720273,42.49673074,40.53110815,
EAR,,,,,,,,,,,,,,,,,,25.37796988,22.90678366,24.25877588,24.67220002,24.3508795,22.29643647,22.30997701,21.65342347,22.14059095,20.02755428,19.96482192,20.4020872,20.19779548,20.80707508,20.14995009,20.65191384,21.44016679,21.98041173,22.84108771,23.76260362,23.79088901,22.74615997,22.61632105,24.23339704,23.24825508,24.20135465,24.8043682,26.26209084,28.19248406,30.02684364,29.95761131,30.14252759,27.29745167,28.69010789,28.78820326,28.15359475,26.97471019,26.13806114,25.0596978,24.9109923,25.63019859,26.30178854,25.66215407,24.23588506,26.31673196,27.09989071,26.33834837,25.64106377
EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26337731,34.52497332,35.42179241,36.68093008,37.92405457,38.18918818,36.50903576,35.13292302,35.71450753,34.71939039,32.88635652,32.85570121,33.0357776,33.42332428,35.27000636,37.24748634,37.46801148,38.87010334,40.04413507,40.3945129,38.96118437,39.95841939,38.7863829,38.21784602,37.58809881,37.82443673,37.1641084,36.60721463,37.19339396,36.69006463,36.3181575,36.15722011,37.39535799,37.21229157,36.14916905,
ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.27667835,18.51480845,19.92415735,18.85595193,21.92109599,20.07964039,21.01744764,21.79235214,23.14665633,21.94607226,23.63015573,25.29008098,26.54133888,25.45097876,26.11409313,22.9700723,23.22316289,24.40527487,24.10608502,23.82455905,24.58570549,24.93295925,23.87332243,25.02356228,26.68297645,25.21597474,25.23769151,27.64774992,28.4795727,25.35868756,23.45530778
ECS,,,,,,,,,,,,,,,,23.7186728,24.09654248,24.28032329,24.58072475,24.44277882,23.30585018,22.08528219,21.66534838,21.791872,22.52182575,22.81897289,23.30982441,22.30441029,23.30725647,23.39102252,22.92783884,21.99753575,21.0660738,20.67269856,22.05593092,22.4573265,22.31132692,22.28677514,22.5640731,22.78951186,23.79507537,23.44872912,22.78911746,22.43628109,23.18294544,23.6120615,24.33981253,24.52297149,23.43438531,20.86007454,22.06355971,22.92229254,22.38025158,22.17421554,22.64762417,23.09105448,23.08885245,23.72231831,24.41072479,24.476588,23.58944125,25.87619268,25.40181513,24.73740356,24.31387149
ECU,,,,,,,,,,,,,,,,,17.87942703,21.20039677,20.858797,19.87639035,21.38454498,21.7692436,13.74520173,15.85792764,14.06970549,16.88532148,15.20346505,11.75806385,12.75125492,13.41719769,17.76415141,18.26716437,21.57444729,14.78189876,15.34660032,14.51228953,16.76108116,16.91823672,14.94017652,22.07335839,26.62575838,18.81905494,17.81239431,18.04265231,18.97064697,22.90560347,26.51469569,27.35170254,30.48745791,24.8835098,24.81680206,27.59569785,27.05603588,27.26695405,26.55440512,20.62572277,21.25937376,22.08095848,21.19047755,20.76470487,19.81319775,23.60096663,24.26395356,22.39506895,23.90913193
EGY,,,,,,,,,,,,,,,,,,20.80630896,24.40660882,22.5631025,21.31432199,22.1202478,22.05692867,28.03386645,27.64762944,22.85561283,20.25939563,25.99051456,27.36584249,26.35765178,31.68412035,34.92790116,35.47563055,31.62502784,23.92662811,22.24344196,18.75182982,17.73693983,18.95935978,18.89514421,17.58387342,18.61067103,18.4079876,18.64809581,21.11221925,21.83821092,22.97673628,23.5552982,23.62350084,16.83984206,17.95038894,16.86871826,12.87821102,13.68322162,11.8849608,9.593464708,9.710041522,14.06573965,17.99868398,17.77285361,16.27658853,13.89465247,15.59118266,14.79044494,
EMU,,,,,,,,,,,,,,,,23.74739767,24.04567219,23.79360493,24.22094206,24.03959787,22.93465444,21.12201003,20.78466797,20.93840239,21.51067722,21.66457626,22.62974865,22.23316259,23.24275412,23.57371902,23.7310736,23.07856641,22.27569848,21.63317382,21.85986384,22.90720214,22.68666051,23.23162501,23.4511831,23.08658386,22.93101477,22.93492121,22.5930612,22.07462185,22.98949327,22.96722496,23.83347376,24.49381601,23.24464855,21.0954676,21.68887873,22.53033847,22.15674869,22.41128538,22.92888436,23.32065321,23.9779503,24.32188889,24.94201492,25.19772203,24.02473444,25.98012443,24.58606291,24.52109144,24.19689247
ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.47543365,41.2689035,54.39376713,19.10630212,18.91164644,35.10262682,6.293299486,17.3169979,15.82071947,,,,,,,,,,,,,,,,,,,,,,,,
ESP,,,,,,,,,,,,,,,,25.09709843,22.51684097,22.93129862,23.53629271,22.57338414,20.48208297,18.48728764,18.56172745,18.394813,20.07741762,20.87577755,21.79217711,21.69117198,22.8367175,22.29929298,21.80613384,21.1990503,19.34531441,19.19048155,18.7066558,21.31568946,20.99727962,22.07160221,22.71985319,22.30072381,22.37254041,22.11871214,23.00336988,23.65654904,22.82335742,22.12724279,21.71054093,21.02733028,19.58934706,19.27715578,18.72696199,17.99783746,18.64942258,19.4986354,19.91388515,21.41575897,22.20967458,22.36425724,22.58300724,23.03593007,21.42229973,22.64134199,23.0054599,23.65709534,23.49704811
EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9773018,16.54023663,19.03956769,20.37718677,19.05447535,21.72573772,21.17784707,23.77095641,23.14473319,21.94931386,21.92319267,22.24194746,24.25003742,24.58844547,24.3485039,23.44206429,23.75381229,23.3600847,26.78064233,27.19791843,27.07670923,27.49730079,26.41037477,26.00325328,28.26979066,28.39885197,28.36229803,27.14787526,27.54068055,25.82685059,23.25893965,23.89221618
ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.55827582,30.91225561,28.33476359,31.45033178,29.52215954,31.03503048,26.20608283,33.1635429,29.01906723,27.12910608,25.07857436,21.53264583,,
EUU,,,,,,,,,,,,,,,,23.81325161,23.97748808,23.6093789,23.99002515,23.804481,22.78974945,20.99835193,20.62422513,20.89899846,21.58617559,21.70817763,22.65602536,22.31373341,23.28453113,23.61398027,23.63160545,22.90779366,21.98290428,21.39107155,21.7826341,22.90282921,22.5699806,23.069786,23.3104462,22.95624614,22.86624383,22.89402811,22.47683584,22.02842071,22.77757378,22.86795098,23.81017898,24.4553367,23.40632505,21.2165337,21.80277528,22.63465657,22.23521112,22.54587312,23.08699116,23.48642069,23.99131143,24.32594161,24.8677128,25.24597469,24.27459301,26.08588251,24.87563078,24.81960947,24.45181411
FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,,,,,,,,,,,,,,,,30.5482357,28.91183203,27.67355892,28.06885294,29.65783964,30.41012049,29.27644045,27.95408785,27.60632599,28.24899454,27.33586645,27.06157681,26.5934497,28.88115765,28.30410966,26.58064962,19.29773611,16.88175546,17.60244622,20.57723567,23.70912561,23.21493841,26.4027481,27.64458768,29.15890278,31.24495612,31.96628201,30.91062506,28.02258965,29.5980891,28.60692969,28.64482149,29.94225192,28.22912139,23.77688545,24.09170806,22.98037379,21.33098945,20.45075281,20.63219248,20.73348009,21.32798306,23.51253808,24.0608478,24.35755669,25.5173042,25.11813731,24.85730872,22.20099538,22.39379282
FJI,,,,,,,,,,,,,,,,,,,,,29.46440963,21.70067629,18.47889466,15.73727844,17.46054828,20.40659301,22.14793246,18.2997071,19.66631333,13.65468465,5.846237447,9.304397664,7.447099728,7.916872151,7.704455501,10.00817421,20.89265868,21.11803089,28.4559449,24.20614037,22.51396087,17.26988717,27.48774172,24.34432668,15.5672514,16.68167653,2.69007163,6.085537921,8.427305123,14.55764357,14.08631416,15.79781876,15.83008092,17.95864226,15.09320052,18.94081821,17.55699677,14.75846734,12.59184001,6.817541561,3.048825914,5.803234013,0.923992211,,
FRA,,,,,,,,,,,,,,,,26.37734208,26.01738201,25.80492742,25.86408059,25.84626632,25.07133748,22.60717802,21.32603015,20.91578086,20.72414297,20.67858701,21.96463003,21.8194049,23.06642323,23.56437743,23.57463313,23.2037794,22.54630924,21.29610895,21.3981034,21.97296683,21.79039897,22.75764361,23.7057061,24.28965146,23.71105367,23.78644061,22.57275207,22.0506952,22.43339067,22.43902503,23.07228887,23.53766855,23.25590085,20.80562929,20.96106119,21.942267,21.14456368,21.15272976,21.09220675,21.53109818,21.160725,21.61851713,21.89000567,23.48998985,20.78358564,23.45194663,22.28588148,21.16975843,21.69399419
FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.93158238,38.95378806,40.45600542,39.27687352,33.94199923,28.51321299,25.48926901,16.11373274,25.22470548,28.45923758,21.24359245,11.95573113,23.34449041,28.77664916,,,,,,,,,,,,,
FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,,,,,,,,,,,,,,,,,,,38.58494065,38.18026684,47.83123203,48.84230586,46.65152662,41.63120019,43.68140342,37.12695768,15.29227114,12.67565654,21.41055958,22.29277425,24.25212884,28.78044954,19.32582354,17.46450265,29.14043231,32.68248839,35.55973134,41.4472854,25.24562431,32.3114771,41.65710093,33.84013864,34.74738245,32.72843199,32.12160569,44.62805482,,40.06153531,44.39139999,34.47758065,41.15857227,43.76117975,43.89029698,40.30591235,42.38661737,38.37799673,,,,,,,,,
GBR,,,,,,,,,,,24.46212298,23.45779588,22.11173449,22.92424588,20.06308664,19.3114249,20.62103093,21.76931088,22.12428789,21.24282523,19.641148,18.39858377,18.23654203,18.88012299,19.17771778,18.69375846,17.49511063,17.73439955,17.9115777,17.62640199,16.34961533,15.66321294,14.64995784,14.49693971,16.65067915,15.52285343,15.72693389,16.22929174,17.48052891,15.95513978,16.5886991,16.52402166,16.38114171,16.11861129,15.47238442,15.99363845,15.26580643,14.91606514,13.70899793,11.90258303,13.41000244,14.30247817,12.91490291,11.91359585,12.70095605,12.92407202,12.48456825,14.9906367,14.25387513,15.68814831,14.64764305,17.5915983,15.83350872,15.06054125,15.37120468
GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.973655843,15.83173608,20.44804235,10.34174601,18.60340057,19.07470678,16.35351713,20.95744793,19.05730828,11.58868851,11.0122191,2.934098502,0.657004117,11.28523202,11.21352204,14.88418755,16.24768804,15.72504309,15.23287628,16.70391316,17.21953042,21.32056811,21.25363131,12.09325582,10.41570963,19.59418111,19.43307797,18.49924819
GHA,,,,,,,,,,,,,,,,14.43689816,8.768116827,11.48281847,5.408398128,8.255379201,6.324054887,5.703356925,5.554915501,4.256864343,6.745700969,8.034206292,6.928619672,7.570857909,9.964098037,11.40509867,10.53340421,11.86260172,6.932544441,12.83635301,19.07726847,17.62560533,18.09530986,10.41086766,18.03163318,9.363192271,15.26586234,21.0927221,18.75432273,21.15628822,22.87169148,19.20731052,17.41153629,6.743782057,4.34097387,11.03620336,4.870860829,3.881762078,5.267519185,15.19377714,18.23993135,21.09977672,18.63615557,15.86099569,20.00014069,17.58957096,21.07817261,15.59500779,18.1303962,7.830445586,
GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,39.19296274,39.77021536,38.97029687,41.62752384,44.59109519,44.82043968,44.96587836,47.58170191,46.41581,45.58950823,42.38681703,43.66408116,40.75026163,42.00430932,42.46462009,41.79610474,39.98731199,44.57447859,40.07661145,37.83742964,1.370038771,-3.683534915,4.27017723,-5.479269003,6.584886265,3.392748402,5.759054577,-7.779293639,-2.793318623,-7.384990549,-0.676599169,11.42341602,10.25301364,11.13515955,9.694793001,11.55748009,11.64615452,9.813910683,
GMB,,,,,,,,,,,,,,,,,,,3.805523525,11.38289958,16.35490988,24.28969516,19.86790935,10.04140585,12.13708305,22.88075578,29.35005436,42.29748815,30.11474258,17.4571037,21.85365692,8.751055106,11.70374321,-0.158177872,-2.339214572,9.453100058,-3.311579658,7.538910136,,,,,,9.793371901,6.049969244,3.581799192,11.7469235,9.251759547,0.321282014,5.307848639,-0.353209991,6.286636727,15.72186593,5.587754677,11.40974832,18.89235754,19.9129072,18.68342833,15.67623811,17.95360469,26.88900898,24.01912496,21.48691622,28.33368514,29.16817587
GNB,,,,,,,,,,,,,,,,,,,,,,,-10.25190609,-7.274742572,-2.8224999,-24.98765592,-1.047833307,7.514669227,6.980366702,0.862201072,5.473200848,1.083415409,2.230351431,4.941118885,3.287171342,2.532954379,3.591443909,-2.118126775,,,,-5.27049518,11.93699477,18.93586852,13.52864128,6.22037313,-0.209688012,8.907013067,4.476204964,6.780165677,7.400777471,9.559943484,5.173455239,8.100116134,17.58774089,16.79016876,15.84727179,19.4010427,16.06687736,14.43123308,22.81896097,18.72926623,12.70179101,11.82171772,
GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,,,,,,,,,,,,,,,,,34.73711385,31.18193799,30.46174924,30.85056168,29.485049,26.80706118,27.69353494,26.0524899,26.79087778,26.89256544,27.30525493,23.69337146,25.31796867,23.85879401,23.60048573,26.14279493,24.9778181,24.0790069,24.77687435,23.37765317,23.1171653,23.98924067,,19.66914077,22.13442621,21.33644258,19.57226236,20.63043007,19.83464101,17.85847707,16.261772,13.55335687,11.33710335,7.173641182,7.728953504,4.882767945,7.533814188,10.06914271,10.36697313,10.05083971,9.703137904,9.054503416,8.958394781,9.478966977,5.488265963,9.934954987,8.893026528,9.441765152,11.47759092
GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,,,,,,,,,,,,,,,,,,19.50552068,17.44803092,16.11567189,13.96677244,10.58030983,9.660428232,8.606631664,7.544876372,8.914568189,9.866356801,7.663029929,8.478746415,9.185494027,10.19728756,12.34829228,11.48472104,11.0207798,10.80423274,11.14982814,9.780747141,10.11337949,12.00428006,11.78960181,12.47922174,9.97522185,13.72008045,14.33735412,15.66799028,13.80210676,14.358039,14.45507455,11.6047357,12.79914147,11.64715901,11.1288429,11.55854326,11.59970586,11.77124402,13.57507695,14.82397614,14.78427649,14.66629916,16.67169043,18.52588981,18.92556745,17.71846123,19.52505217,19.59874849
GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,,,,,,,,,,,,,,,,,,6.668096241,14.12191602,15.83442366,13.31162571,-2.942407693,-6.743497472,-11.75067439,3.970178791,5.720452456,,,,,,,12.93628664,17.34847524,10.35802274,18.4848816,24.18554314,17.60566509,15.24667679,12.69077144,9.592453449,6.715415642,6.677187403,11.17809854,19.28980192,17.47544731,,,,,,,,,,,,,,,,,,,
HIC,,,,,,,,,,,,,,,,23.28300827,23.98432196,24.15646594,24.74738168,25.27845173,24.19003252,23.81554602,22.09115425,21.95903094,23.02670859,22.27780476,22.01888166,22.00298549,22.63039456,22.77938785,22.31553631,20.63995366,20.86585261,20.66840627,21.61685697,22.08978105,23.31294645,23.63175724,23.38953621,23.38467838,23.72928319,22.71862319,21.93072671,21.85188249,22.59609673,22.95665975,23.36370479,23.46604471,22.3875393,20.16415231,21.22110453,21.90253466,22.04992535,22.26255827,22.56017665,22.69240201,22.56172407,23.18245674,23.48631238,23.57733364,22.64068728,23.77490392,23.72374086,23.27660886,21.83868931
HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.70300308,31.41611716,31.97805117,31.62559415,31.07340314,33.16580459,32.30578997,32.94088988,34.977612,34.41674449,36.02295722,31.73093327,30.89186581,29.70110514,26.7984115,25.54917171,25.21423123,24.85857891,25.46164178,26.65017878,25.73107777,24.04165242,25.97107679,28.61157306,25.41481095,24.62230756,28.63431462
HND,,,,,,,,,,,,,,,16.09956501,8.959074733,11.44287505,15.3399196,13.90041779,13.39128071,8.290763961,5.66799291,2.731056046,2.62985199,4.38438239,6.796522002,5.719120589,9.250646289,12.95931078,8.82241133,13.73512902,13.8198339,12.617,20.05504569,23.76289264,21.92303464,20.43615879,23.52516621,23.91268235,26.69082202,20.2223818,18.78844751,18.69379865,18.80906997,20.18416906,23.8846004,25.08064317,23.98679213,21.45480268,18.85922371,17.54721868,18.69870873,16.00902136,12.69741003,14.7115963,19.67533238,20.42579523,23.15288536,19.57375726,19.84101098,21.93966302,18.27401339,18.91625908,17.74648349,17.7682504
HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.01646265,17.49227682,16.57942335,16.6521686,15.43798055,17.87879645,18.84937476,16.93991178,17.49558215,20.47623004,19.09051203,19.78430099,20.19993742,19.69441481,20.4497763,20.23799566,20.52921544,19.97610514,,
HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.97117687,17.81199787,18.25506057,17.48286947,18.1809829,19.98828519,18.89318236,20.36961722,20.40263472,19.09175419,17.87818303,18.19032976,17.54274217,15.96585192,17.82537588,18.56505403,22.24105117,22.19790208,24.41301168,23.87344507,24.66943697,22.56303247,22.60372682,22.99316687,24.27979505,22.78726688
HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.827842126,9.73208709,2.967810054,11.40753616,11.06545895,-4.556622667,-0.968544744,26.43405869,26.91598326,23.18298438,25.78883108,26.57281276,6.903436454,6.21281643,9.049277649,15.81820795,10.58342909,9.91501336,13.23946281,8.294248046,10.65380181,11.55345881,24.1299714,18.4843892,14.23173381,13.74059247,11.60721841,12.36061045,12.49416042,15.78625069,12.03137712,15.72158342,17.72185796,13.40219887,11.60207319,11.37201657,
HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.24766877,16.00937316,12.17311214,15.97430593,19.58983894,20.98190769,21.73494379,21.56018836,18.9179805,19.43256078,19.93805416,18.66259051,15.81846836,16.70878903,16.64036098,18.05904783,16.77244085,17.85576658,19.75438024,20.81865768,21.34489324,21.35916754,24.81789626,25.01320776,25.67849369,26.24650617,24.88026882,27.10404556,27.92825723,26.85811504,26.99883334,26.13652529,26.34308688,25.95509284
IBD,,,,,,,,,,,,,,,,,,,,,,,26.60413713,26.4742023,27.65429175,28.59626235,27.54753975,29.17833934,30.31960219,29.81018378,28.60237019,29.33341198,30.45698633,31.50056314,31.44738535,29.80665224,29.48900466,29.4538246,28.50637427,27.9227581,28.73702577,28.87014183,29.68460461,31.29014264,33.42274045,34.14244503,35.88214026,36.76406749,37.23967767,34.85599812,36.16801578,35.48380116,34.76480124,33.71812597,33.44677578,32.5207068,31.71769532,32.23658338,32.31044556,31.68376093,31.44726657,33.05234782,33.36740382,31.95773342,
IBT,,,,,,,,,,,,,,,,,,,,,,,26.15360958,26.0375451,27.08748931,28.00511918,27.0903614,28.66408916,29.69181345,29.23123347,28.11179154,28.83627798,29.90664363,30.88470325,30.94876321,29.359998,29.03072807,29.0171465,28.10681851,27.53903245,28.34524051,28.49482798,29.32030982,30.88595861,32.96409637,33.52202783,35.22809806,36.05028935,36.50293422,34.16020447,35.47119901,34.806235,34.06794014,33.06606727,32.86419014,31.94606277,31.22331409,31.73411989,31.80288459,31.21787265,31.00084117,32.52697609,32.78212335,31.55212757,
IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.48930253,22.2325036,,,,22.74407548,,,,
IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,,,,,,,,,,,,,,,,,,,,,,20.19756789,15.53132058,23.91523692,23.05608877,23.52707224,21.0267627,24.10224052,23.31600888,26.18621821,22.45364177,22.07300051,23.30042166,28.99814745,29.87169532,28.13846186,27.80807993,29.03094123,22.42249233,13.20180441,26.28689921,27.19979393,23.01740778,20.68405036,20.76428995,24.33848663,25.77714359,25.17912344,28.45241261,29.0563768,32.72742299,33.22007305,31.98536977,31.12176664,30.66890946,30.12335649,29.92276833,30.87836343,31.68052279,30.90271351,29.22460873,32.93729558,37.00411859,35.86829852,34.65707736
IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.82070907,,,,,,,,22.688063,23.13346737,24.67393978,23.53873516,23.99961236,23.45525924,22.82783168,22.94334857,23.94557768,23.83956566,22.91643415,23.04699873,23.74563633,24.11201442,25.43857846,25.82318745,25.647534,26.03236552,25.68791477,25.67486537,25.11348743,26.67535242,
IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,,,,,,,,,,,,,,,,13.09808649,15.96560507,15.40498137,15.05823925,15.76895438,14.52572508,15.80787417,15.80598492,15.35474951,15.79556695,16.79831129,15.78850603,16.9825251,18.15680913,20.14443959,21.21356324,21.7599661,23.24680162,24.08307928,25.95100655,26.96739109,27.04793504,27.55043402,25.88950465,25.63753291,26.11902373,26.2598845,28.11147834,30.47095826,33.33255466,34.41801529,36.36053211,37.011389,36.25408263,35.61743481,36.30587504,35.13179309,35.26129232,34.30465749,33.46602575,32.45392411,31.72641474,31.70675317,31.41049223,29.70220058,28.67968211,29.86613306,29.81266105,30.93900607,30.00889771
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.04717044,27.39250106,23.95091035,18.84738304,15.44661265,17.10623569,16.30903435,16.53275522,21.71732022,25.40490041,32.51002076,34.61240316,34.80939154,32.84819209,33.66395455,34.78351876,35.21595413,32.29640278,34.81378396,
IRN,,,,,,,,,,,,,,,,,39.98265495,36.28735706,24.95722414,28.70786378,22.22326413,,,,,,,,,18.49396637,23.23893804,29.01394836,30.74740984,35.72323213,35.48710547,35.20258985,40.17463385,36.13514918,29.40671921,36.78231732,37.93825046,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.97373459,47.82350841,43.96766893,52.50808248,27.67264123,35.97825386,42.7477895,41.71142811,41.38548407,37.97563673,25.07153867,24.44446135,32.10213057,40.28107023,37.35014758,24.03147205,40.51407201,54.5379259,43.3205817,
ISL,,,,,,,,,,,,,,,,,28.45181332,28.92578874,,25.62692612,26.25626229,23.84119366,21.30475925,20.45894949,19.86898857,18.30855977,20.34261054,18.75118666,18.57893507,18.48138366,18.19457423,17.37706859,17.07018341,18.92021091,19.22517833,18.37873399,18.30117678,19.42155246,18.66461953,16.45380108,14.73194952,18.65233382,21.03417472,16.40363436,14.79668789,13.16287719,13.36134041,16.00130019,5.24089701,6.409417862,7.811914025,10.85680994,12.43665604,21.72209381,21.62749218,25.02457142,29.17936957,25.96014732,26.37250646,27.21706137,22.49806294,20.17997149,22.14518839,26.34602122,24.03735831
ISR,,,,,,,,,,,19.77935455,27.89064485,31.82956558,29.32978971,22.07003264,20.64210147,25.3378756,25.5462064,23.67657699,25.69246585,23.77771522,21.03572091,20.28164204,21.37878999,21.71820735,27.22016761,26.86585422,20.22145195,21.33134464,22.92464925,24.69525902,27.72669965,28.26083553,26.70669786,25.4227593,25.02268561,25.82243259,26.33765289,26.58952717,26.19188035,25.27397587,25.2512827,24.39237015,24.39796971,25.22389248,27.52684938,28.74623001,28.09984956,25.30530793,25.47980502,25.76297384,25.99664363,25.08936812,26.01082482,27.77240867,28.14167341,27.76531575,27.60119802,27.81986942,27.92800504,28.81874242,29.19954243,30.62844791,29.86435673,26.69876343
ITA,,,,,,,,,,,27.59081467,26.01866422,25.31084051,25.50665022,26.25176906,24.58628289,26.14578277,26.14705887,26.57062852,26.65961279,25.28584216,23.0459324,22.73434092,23.31362025,23.40183058,23.00934878,22.62287732,22.46180194,22.522725,21.81680195,21.64612726,20.8015849,19.80635282,20.52616231,20.61857288,22.63233283,22.83884318,22.92602907,22.12435915,21.50099324,21.04950519,21.4583868,21.54936818,20.80277246,21.15726752,20.63938205,20.89651236,21.25495112,19.32584829,17.88667257,17.56316471,17.94109447,17.76577687,18.0406951,18.82640797,18.52096637,20.17872697,20.6110559,21.18655353,21.50162363,21.70293763,24.10398332,22.8763607,23.06070773,23.25481269
JAM,,,,,,,,,,,,,,,,,8.40716301,12.25671233,14.92395866,16.14644819,12.51971071,11.41394942,10.27755474,14.00485959,11.79521638,13.06094257,15.89910631,16.26158346,24.34385486,21.2788572,19.04196151,18.40585181,26.07481581,34.15254998,25.92305676,23.75191757,23.72457409,21.85150158,18.63217995,18.64704776,16.75970285,17.36108318,15.97010293,17.87396705,20.72595897,15.02524865,17.43626871,15.55247303,6.195810545,12.9525633,13.41918753,8.583871554,11.00568301,11.94109448,14.17906622,18.23148229,21.2066749,21.56071613,22.26049796,22.70625832,,,,,
JOR,,,,,,,,,,,,,,,,,31.24114052,35.55690814,18.69267079,28.51779633,43.79188525,42.86799107,29.77233,23.34107175,22.76743775,14.43613381,17.53911237,14.50252762,18.06163183,28.20257941,20.97041038,14.48470164,16.92391529,24.62783723,26.25066556,29.15300663,27.3271439,26.12975298,22.23266961,24.79485835,22.68658209,20.77720905,25.24728161,32.59507242,27.72373902,16.1120821,16.88367649,12.83787177,26.98459188,27.46654611,28.10433802,21.734635,16.13469219,16.4354724,18.73295362,16.00385983,14.61076536,14.49898965,17.85813511,20.21618289,16.16439886,17.68935266,,,
